Roll no,exam score
EXA017123,73
EXA017124,69
EXA017125,87
EXA017126,52
EXA017127,70
EXA017128,44
EXA017129,63
EXA017130,53
EXA017131,80
EXA017132,54
EXA017133,94
EXA017134,72
EXA017135,67
EXA017136,67
EXA017137,71
EXA017138,75
EXA017139,52
EXA017140,67
EXA017141,62
EXA017142,81
EXA017143,59
EXA017144,62
EXA017145,64
EXA017146,55
EXA017147,77
EXA017148,70
EXA017149,75
EXA017150,80
EXA017151,62
EXA017152,65
EXA017153,68
EXA017154,69
EXA017155,74
EXA017156,68
EXA017157,70
EXA017158,55
EXA017159,70
EXA017160,70
EXA017161,72
EXA017162,58
EXA017163,54
EXA017164,67
EXA017165,70
EXA017166,70
EXA017167,74
EXA017168,77
EXA017169,67
EXA017170,70
EXA017171,72
EXA017172,53
EXA017173,81
EXA017174,58
EXA017175,65
EXA017176,67
EXA017177,73
EXA017178,64
EXA017179,71
EXA017180,59
EXA017181,62
EXA017182,66
EXA017183,67
EXA017184,55
EXA017185,67
EXA017186,87
EXA017187,52
EXA017188,70
EXA017189,54
EXA017190,60
EXA017191,62
EXA017192,60
EXA017193,64
EXA017194,94
EXA017195,62
EXA017196,63
EXA017197,70
EXA017198,52
EXA017199,73
EXA017200,63
EXA017201,63
EXA017202,70
EXA017203,54
EXA017204,72
EXA017205,80
EXA017206,59
EXA017207,70
EXA017208,80
EXA017209,81
EXA017210,78
EXA017211,55
EXA017212,61
EXA017213,63
EXA017214,74
EXA017215,60
EXA017216,82
EXA017217,81
EXA017218,68
EXA017219,50
EXA017220,67
EXA017221,73
EXA017222,63
EXA017223,70
EXA017224,81
EXA017225,72
EXA017226,54
EXA017227,67
EXA017228,52
EXA017229,68
EXA017230,53
EXA017231,62
EXA017232,69
EXA017233,58
EXA017234,77
EXA017235,67
EXA017236,80
EXA017237,70
EXA017238,61
EXA017239,81
EXA017240,67
EXA017241,77
EXA017242,70
EXA017243,81
EXA017244,60
EXA017245,66
EXA017246,55
EXA017247,85
EXA017248,60
EXA017249,69
EXA017250,61
EXA017251,53
EXA017252,72
EXA017253,73
EXA017254,67
EXA017255,60
EXA017256,62
EXA017257,67
EXA017258,74
EXA017259,44
EXA017260,77
EXA017261,73
EXA017262,69
EXA017263,58
EXA017264,70
EXA017265,70
EXA017266,70
EXA017267,70
EXA017268,69
EXA017269,69
EXA017270,68
EXA017271,64
EXA017272,63
EXA017273,50
EXA017274,71
EXA017275,74
EXA017276,71
EXA017277,62
EXA017278,69
EXA017279,79
EXA017280,64
EXA017281,63
EXA017282,80
EXA017283,71
EXA017284,53
EXA017285,70
EXA017286,54
EXA017287,75
EXA017288,52
EXA017289,66
EXA017290,66
EXA017291,65
EXA017292,63
EXA017293,54
EXA017294,67
EXA017295,81
EXA017296,77
EXA017297,70
EXA017298,73
EXA017299,53
EXA017300,73
EXA017301,68
EXA017302,82
EXA017303,54
EXA017304,80
EXA017305,50
EXA017306,70
EXA017307,70
EXA017308,77
EXA017309,82
EXA017310,50
EXA017311,61
EXA017312,70
EXA017313,70
EXA017314,64
EXA017315,72
EXA017316,67
EXA017317,60
EXA017318,77
EXA017319,64
EXA017320,67
EXA017321,53
EXA017322,69
EXA017323,62
EXA017324,50
EXA017325,50
EXA017326,73
EXA017327,60
EXA017328,67
EXA017329,59
EXA017330,64
EXA017331,81
EXA017332,72
EXA017333,61
EXA017334,80
EXA017335,68
EXA017336,60
EXA017337,68
EXA017338,63
EXA017339,66
EXA017340,62
EXA017341,59
EXA017342,70
EXA017343,80
EXA017344,69
EXA017345,69
EXA017346,70
EXA017347,80
EXA017348,69
EXA017349,49
EXA017350,62
EXA017351,76
EXA017352,67
EXA017353,75
EXA017354,54
EXA017355,71
EXA017356,77
EXA017357,77
EXA017358,55
EXA017359,71
EXA017360,66
EXA017361,67
EXA017362,73
EXA017363,69
EXA017364,70
EXA017365,73
EXA017366,60
EXA017367,66
EXA017368,71
EXA017369,62
EXA017370,81
EXA017371,72
EXA017372,62
EXA017373,80
EXA017374,77
EXA017375,74
EXA017376,59
EXA017377,62
EXA017378,68
EXA017379,62
EXA017380,64
EXA017381,67
EXA017382,62
EXA017383,67
EXA017384,72
EXA017385,81
EXA017386,77
EXA017387,54
EXA017388,63
EXA017389,81
EXA017390,80
EXA017391,77
EXA017392,81
EXA017393,61
EXA017394,68
EXA017395,81
EXA017396,59
EXA017397,75
EXA017398,69
EXA017399,63
EXA017400,83
EXA017401,67
EXA017402,66
EXA017403,44
EXA017404,65
EXA017405,62
EXA017406,80
EXA017407,80
EXA017408,85
EXA017409,69
EXA017410,75
EXA017411,62
EXA017412,60
EXA017413,72
EXA017414,66
EXA017415,54
EXA017416,53
EXA017417,77
EXA017418,67
EXA017419,64
EXA017420,81
EXA017421,70
EXA017422,80
EXA017423,80
EXA017424,66
EXA017425,55
EXA017426,52
EXA017427,51
EXA017428,67
EXA017429,64
EXA017430,66
EXA017431,66
EXA017432,70
EXA017433,81
EXA017434,63
EXA017435,59
EXA017436,71
EXA017437,62
EXA017438,68
EXA017439,77
EXA017440,70
EXA017441,73
EXA017442,70
EXA017443,64
EXA017444,73
EXA017445,72
EXA017446,70
EXA017447,54
EXA017448,52
EXA017449,73
EXA017450,50
EXA017451,77
EXA017452,69
EXA017453,73
EXA017454,70
EXA017455,64
EXA017456,61
EXA017457,64
EXA017458,38
EXA017459,73
EXA017460,70
EXA017461,67
EXA017462,80
EXA017463,76
EXA017464,75
EXA017465,69
EXA017466,77
EXA017467,73
EXA017468,62
EXA017469,68
EXA017470,88
EXA017471,62
EXA017472,80
EXA017473,69
EXA017474,52
EXA017475,69
EXA017476,70
EXA017477,69
EXA017478,67
EXA017479,71
EXA017480,68
EXA017481,47
EXA017482,54
EXA017483,73
EXA017484,70
EXA017485,73
EXA017486,67
EXA017487,63
EXA017488,62
EXA017489,66
EXA017490,67
EXA017491,62
EXA017492,70
EXA017493,76
EXA017494,70
EXA017495,54
EXA017496,47
EXA017497,63
EXA017498,71
EXA017499,67
EXA017500,67
EXA017501,61
EXA017502,61
EXA017503,75
EXA017504,78
EXA017505,62
EXA017506,80
EXA017507,53
EXA017508,69
EXA017509,73
EXA017510,81
EXA017511,70
EXA017512,66
EXA017513,53
EXA017514,71
EXA017515,68
EXA017516,69
EXA017517,81
EXA017518,62
EXA017519,64
EXA017520,87
EXA017521,64
EXA017522,64
EXA017523,67
EXA017524,77
EXA017525,63
EXA017526,68
EXA017527,71
EXA017528,72
EXA017529,58
EXA017530,67
EXA017531,67
EXA017532,68
EXA017533,71
EXA017534,70
EXA017535,75
EXA017536,60
EXA017537,72
EXA017538,80
EXA017539,63
EXA017540,67
EXA017541,83
EXA017542,77
EXA017543,48
EXA017544,80
EXA017545,67
EXA017546,60
EXA017547,77
EXA017548,81
EXA017549,73
EXA017550,60
EXA017551,62
EXA017552,71
EXA017553,75
EXA017554,60
EXA017555,60
EXA017556,67
EXA017557,60
EXA017558,68
EXA017559,55
EXA017560,73
EXA017561,70
EXA017562,59
EXA017563,70
EXA017564,66
EXA017565,66
EXA017566,68
EXA017567,64
EXA017568,66
EXA017569,69
EXA017570,72
EXA017571,59
EXA017572,77
EXA017573,75
EXA017574,70
EXA017575,70
EXA017576,50
EXA017577,70
EXA017578,81
EXA017579,62
EXA017580,64
EXA017581,55
EXA017582,73
EXA017583,79
EXA017584,88
EXA017585,62
EXA017586,69
EXA017587,80
EXA017588,77
EXA017589,68
EXA017590,62
EXA017591,77
EXA017592,59
EXA017593,44
EXA017594,74
EXA017595,82
EXA017596,49
EXA017597,73
EXA017598,83
EXA017599,73
EXA017600,54
EXA017601,53
EXA017602,73
EXA017603,83
EXA017604,70
EXA017605,68
EXA017606,80
EXA017607,78
EXA017608,69
EXA017609,70
EXA017610,63
EXA017611,75
EXA017612,71
EXA017613,62
EXA017614,61
EXA017615,80
EXA017616,56
EXA017617,79
EXA017618,70
EXA017619,83
EXA017620,62
EXA017621,75
EXA017622,80
EXA017623,59
EXA017624,66
EXA017625,66
EXA017626,64
EXA017627,73
EXA017628,60
EXA017629,59
EXA017630,81
EXA017631,69
EXA017632,69
EXA017633,67
EXA017634,71
EXA017635,60
EXA017636,68
EXA017637,67
EXA017638,80
EXA017639,80
EXA017640,75
EXA017641,67
EXA017642,81
EXA017643,47
EXA017644,64
EXA017645,58
EXA017646,70
EXA017647,63
EXA017648,83
EXA017649,77
EXA017650,74
EXA017651,73
EXA017652,77
EXA017653,73
EXA017654,70
EXA017655,58
EXA017656,80
EXA017657,66
EXA017658,69
EXA017659,72
EXA017660,77
EXA017661,54
EXA017662,68
EXA017663,80
EXA017664,83
EXA017665,80
EXA017666,62
EXA017667,65
EXA017668,69
EXA017669,68
EXA017670,81
EXA017671,55
EXA017672,70
EXA017673,70
EXA017674,75
EXA017675,54
EXA017676,68
EXA017677,52
EXA017678,55
EXA017679,73
EXA017680,59
EXA017681,60
EXA017682,66
EXA017683,47
EXA017684,64
EXA017685,71
EXA017686,67
EXA017687,70
EXA017688,62
EXA017689,81
EXA017690,88
EXA017691,73
EXA017692,69
EXA017693,56
EXA017694,62
EXA017695,59
EXA017696,69
EXA017697,73
EXA017698,62
EXA017699,68
EXA017700,64
EXA017701,75
EXA017702,83
EXA017703,62
EXA017704,69
EXA017705,59
EXA017706,68
EXA017707,87
EXA017708,62
EXA017709,68
EXA017710,54
EXA017711,80
EXA017712,73
EXA017713,50
EXA017714,72
EXA017715,77
EXA017716,66
EXA017717,80
EXA017718,65
EXA017719,75
EXA017720,67
EXA017721,77
EXA017722,71
EXA017723,64
EXA017724,70
EXA017725,87
EXA017726,66
EXA017727,62
EXA017728,63
EXA017729,62
EXA017730,62
EXA017731,77
EXA017732,81
EXA017733,69
EXA017734,71
EXA017735,70
EXA017736,73
EXA017737,60
EXA017738,70
EXA017739,81
EXA017740,71
EXA017741,76
EXA017742,60
EXA017743,70
EXA017744,71
EXA017745,70
EXA017746,66
EXA017747,73
EXA017748,67
EXA017749,59
EXA017750,71
EXA017751,73
EXA017752,52
EXA017753,67
EXA017754,70
EXA017755,74
EXA017756,69
EXA017757,67
EXA017758,70
EXA017759,69
EXA017760,62
EXA017761,73
EXA017762,69
EXA017763,63
EXA017764,53
EXA017765,62
EXA017766,63
EXA017767,94
EXA017768,54
EXA017769,68
EXA017770,87
EXA017771,69
EXA017772,69
EXA017773,49
EXA017774,64
EXA017775,73
EXA017776,77
EXA017777,83
EXA017778,59
EXA017779,66
EXA017780,77
EXA017781,73
EXA017782,67
EXA017783,70
EXA017784,74
EXA017785,80
EXA017786,65
EXA017787,80
EXA017788,71
EXA017789,75
EXA017790,77
EXA017791,71
EXA017792,71
EXA017793,63
EXA017794,67
EXA017795,81
EXA017796,81
EXA017797,69
EXA017798,62
EXA017799,71
EXA017800,75
EXA017801,73
EXA017802,63
EXA017803,67
EXA017804,80
EXA017805,83
EXA017806,69
EXA017807,66
EXA017808,62
EXA017809,64
EXA017810,60
EXA017811,49
EXA017812,62
EXA017813,60
EXA017814,62
EXA017815,67
EXA017816,69
EXA017817,55
EXA017818,69
EXA017819,77
EXA017820,81
EXA017821,69
EXA017822,66
EXA017823,62
EXA017824,56
EXA017825,73
EXA017826,70
EXA017827,75
EXA017828,73
EXA017829,54
EXA017830,62
EXA017831,70
EXA017832,61
EXA017833,73
EXA017834,69
EXA017835,73
EXA017836,81
EXA017837,73
EXA017838,58
EXA017839,59
EXA017840,71
EXA017841,61
EXA017842,81
EXA017843,75
EXA017844,80
EXA017845,73
EXA017846,59
EXA017847,67
EXA017848,67
EXA017849,80
EXA017850,69
EXA017851,63
EXA017852,71
EXA017853,88
EXA017854,80
EXA017855,87
EXA017856,66
EXA017857,77
EXA017858,72
EXA017859,71
EXA017860,73
EXA017861,67
EXA017862,94
EXA017863,81
EXA017864,70
EXA017865,82
EXA017866,69
EXA017867,68
EXA017868,70
EXA017869,69
EXA017870,60
EXA017871,70
EXA017872,62
EXA017873,64
EXA017874,63
EXA017875,58
EXA017876,83
EXA017877,69
EXA017878,70
EXA017879,61
EXA017880,68
EXA017881,69
EXA017882,57
EXA017883,69
EXA017884,80
EXA017885,85
EXA017886,83
EXA017887,73
EXA017888,73
EXA017889,59
EXA017890,80
EXA017891,68
EXA017892,58
EXA017893,70
EXA017894,71
EXA017895,54
EXA017896,69
EXA017897,62
EXA017898,81
EXA017899,65
EXA017900,60
EXA017901,50
EXA017902,47
EXA017903,70
EXA017904,70
EXA017905,62
EXA017906,70
EXA017907,70
EXA017908,71
EXA017909,68
EXA017910,54
EXA017911,69
EXA017912,54
EXA017913,75
EXA017914,77
EXA017915,67
EXA017916,83
EXA017917,44
EXA017918,85
EXA017919,82
EXA017920,61
EXA017921,67
EXA017922,80
EXA017923,72
EXA017924,77
EXA017925,59
EXA017926,71
EXA017927,73
EXA017928,68
EXA017929,80
EXA017930,70
EXA017931,74
EXA017932,68
EXA017933,70
EXA017934,73
EXA017935,62
EXA017936,83
EXA017937,63
EXA017938,88
EXA017939,79
EXA017940,81
EXA017941,73
EXA017942,54
EXA017943,80
EXA017944,55
EXA017945,81
EXA017946,68
EXA017947,70
EXA017948,60
EXA017949,50
EXA017950,62
EXA017951,73
EXA017952,94
EXA017953,71
EXA017954,73
EXA017955,68
EXA017956,73
EXA017957,70
EXA017958,83
EXA017959,85
EXA017960,64
EXA017961,77
EXA017962,70
EXA017963,73
EXA017964,73
EXA017965,70
EXA017966,67
EXA017967,69
EXA017968,53
EXA017969,70
EXA017970,81
EXA017971,70
EXA017972,68
EXA017973,70
EXA017974,80
EXA017975,55
EXA017976,81
EXA017977,59
EXA017978,71
EXA017979,62
EXA017980,67
EXA017981,72
EXA017982,62
EXA017983,62
EXA017984,71
EXA017985,68
EXA017986,81
EXA017987,77
EXA017988,70
EXA017989,66
EXA017990,59
EXA017991,67
EXA017992,65
EXA017993,68
EXA017994,61
EXA017995,72
EXA017996,70
EXA017997,70
EXA017998,53
EXA017999,61
EXA018000,53
EXA018001,71
EXA018002,71
EXA018003,63
EXA018004,80
EXA018005,77
EXA018006,68
EXA018007,62
EXA018008,60
EXA018009,68
EXA018010,77
EXA018011,83
EXA018012,62
EXA018013,59
EXA018014,72
EXA018015,87
EXA018016,47
EXA018017,63
EXA018018,67
EXA018019,60
EXA018020,70
EXA018021,52
EXA018022,75
EXA018023,68
EXA018024,69
EXA018025,55
EXA018026,69
EXA018027,54
EXA018028,67
EXA018029,60
EXA018030,83
EXA018031,60
EXA018032,73
EXA018033,70
EXA018034,70
EXA018035,80
EXA018036,57
EXA018037,70
EXA018038,60
EXA018039,71
EXA018040,67
EXA018041,69
EXA018042,68
EXA018043,67
EXA018044,79
EXA018045,66
EXA018046,69
EXA018047,68
EXA018048,62
EXA018049,66
EXA018050,87
EXA018051,80
EXA018052,59
EXA018053,54
EXA018054,72
EXA018055,69
EXA018056,66
EXA018057,53
EXA018058,70
EXA018059,48
EXA018060,71
EXA018061,88
EXA018062,59
EXA018063,70
EXA018064,62
EXA018065,50
EXA018066,60
EXA018067,64
EXA018068,60
EXA018069,67
EXA018070,73
EXA018071,65
EXA018072,59
EXA018073,52
EXA018074,74
EXA018075,66
EXA018076,67
EXA018077,88
EXA018078,83
EXA018079,61
EXA018080,67
EXA018081,74
EXA018082,80
EXA018083,75
EXA018084,64
EXA018085,71
EXA018086,67
EXA018087,63
EXA018088,73
EXA018089,67
EXA018090,67
EXA018091,79
EXA018092,77
EXA018093,72
EXA018094,81
EXA018095,70
EXA018096,62
EXA018097,71
EXA018098,70
EXA018099,69
EXA018100,61
EXA018101,62
EXA018102,64
EXA018103,77
EXA018104,69
EXA018105,69
EXA018106,60
EXA018107,88
EXA018108,67
EXA018109,69
EXA018110,69
EXA018111,69
EXA018112,61
EXA018113,81
EXA018114,65
EXA018115,69
EXA018116,77
EXA018117,80
EXA018118,73
EXA018119,81
EXA018120,87
EXA018121,73
EXA018122,54
EXA018123,62
EXA018124,62
EXA018125,70
EXA018126,71
EXA018127,81
EXA018128,62
EXA018129,70
EXA018130,62
EXA018131,70
EXA018132,49
EXA018133,80
EXA018134,70
EXA018135,81
EXA018136,66
EXA018137,68
EXA018138,75
EXA018139,59
EXA018140,67
EXA018141,62
EXA018142,77
EXA018143,60
EXA018144,62
EXA018145,68
EXA018146,54
EXA018147,70
EXA018148,87
EXA018149,83
EXA018150,80
EXA018151,72
EXA018152,60
EXA018153,73
EXA018154,67
EXA018155,94
EXA018156,55
EXA018157,70
EXA018158,54
EXA018159,70
EXA018160,68
EXA018161,70
EXA018162,69
EXA018163,60
EXA018164,70
EXA018165,62
EXA018166,73
EXA018167,71
EXA018168,81
EXA018169,62
EXA018170,71
EXA018171,62
EXA018172,61
EXA018173,68
EXA018174,68
EXA018175,53
EXA018176,74
EXA018177,70
EXA018178,63
EXA018179,71
EXA018180,77
EXA018181,54
EXA018182,66
EXA018183,71
EXA018184,52
EXA018185,69
EXA018186,77
EXA018187,71
EXA018188,67
EXA018189,63
EXA018190,79
EXA018191,63
EXA018192,69
EXA018193,60
EXA018194,94
EXA018195,70
EXA018196,69
EXA018197,61
EXA018198,62
EXA018199,80
EXA018200,60
EXA018201,71
EXA018202,68
EXA018203,58
EXA018204,78
EXA018205,75
EXA018206,47
EXA018207,73
EXA018208,94
EXA018209,71
EXA018210,62
EXA018211,47
EXA018212,67
EXA018213,54
EXA018214,82
EXA018215,52
EXA018216,66
EXA018217,70
EXA018218,55
EXA018219,60
EXA018220,73
EXA018221,68
EXA018222,70
EXA018223,70
EXA018224,74
EXA018225,63
EXA018226,73
EXA018227,75
EXA018228,52
EXA018229,63
EXA018230,53
EXA018231,54
EXA018232,63
EXA018233,54
EXA018234,73
EXA018235,67
EXA018236,80
EXA018237,75
EXA018238,81
EXA018239,59
EXA018240,62
EXA018241,62
EXA018242,74
EXA018243,77
EXA018244,57
EXA018245,67
EXA018246,64
EXA018247,73
EXA018248,60
EXA018249,73
EXA018250,70
EXA018251,55
EXA018252,62
EXA018253,62
EXA018254,77
EXA018255,53
EXA018256,55
EXA018257,70
EXA018258,79
EXA018259,54
EXA018260,64
EXA018261,60
EXA018262,67
EXA018263,62
EXA018264,70
EXA018265,88
EXA018266,70
EXA018267,53
EXA018268,69
EXA018269,63
EXA018270,64
EXA018271,61
EXA018272,64
EXA018273,67
EXA018274,72
EXA018275,85
EXA018276,59
EXA018277,63
EXA018278,71
EXA018279,87
EXA018280,62
EXA018281,67
EXA018282,83
EXA018283,70
EXA018284,50
EXA018285,70
EXA018286,68
EXA018287,70
EXA018288,50
EXA018289,74
EXA018290,60
EXA018291,62
EXA018292,61
EXA018293,53
EXA018294,75
EXA018295,71
EXA018296,75
EXA018297,62
EXA018298,77
EXA018299,68
EXA018300,62
EXA018301,70
EXA018302,73
EXA018303,62
EXA018304,77
EXA018305,62
EXA018306,62
EXA018307,72
EXA018308,85
EXA018309,54
EXA018310,52
EXA018311,67
EXA018312,70
EXA018313,70
EXA018314,71
EXA018315,75
EXA018316,68
EXA018317,70
EXA018318,77
EXA018319,69
EXA018320,62
EXA018321,67
EXA018322,68
EXA018323,63
EXA018324,60
EXA018325,55
EXA018326,70
EXA018327,70
EXA018328,70
EXA018329,60
EXA018330,64
EXA018331,85
EXA018332,52
EXA018333,61
EXA018334,68
EXA018335,62
EXA018336,55
EXA018337,63
EXA018338,75
EXA018339,59
EXA018340,64
EXA018341,55
EXA018342,70
EXA018343,87
EXA018344,81
EXA018345,75
EXA018346,77
EXA018347,77
EXA018348,71
EXA018349,49
EXA018350,63
EXA018351,70
EXA018352,71
EXA018353,55
EXA018354,68
EXA018355,50
EXA018356,69
EXA018357,62
EXA018358,62
EXA018359,60
EXA018360,59
EXA018361,60
EXA018362,67
EXA018363,81
EXA018364,81
EXA018365,73
EXA018366,74
EXA018367,74
EXA018368,66
EXA018369,54
EXA018370,67
EXA018371,63
EXA018372,62
EXA018373,67
EXA018374,69
EXA018375,77
EXA018376,77
EXA018377,62
EXA018378,73
EXA018379,52
EXA018380,63
EXA018381,72
EXA018382,73
EXA018383,67
EXA018384,70
EXA018385,69
EXA018386,70
EXA018387,72
EXA018388,70
EXA018389,87
EXA018390,73
EXA018391,80
EXA018392,69
EXA018393,61
EXA018394,73
EXA018395,54
EXA018396,50
EXA018397,67
EXA018398,62
EXA018399,59
EXA018400,83
EXA018401,70
EXA018402,62
EXA018403,49
EXA018404,66
EXA018405,68
EXA018406,94
EXA018407,77
EXA018408,68
EXA018409,68
EXA018410,68
EXA018411,70
EXA018412,62
EXA018413,70
EXA018414,69
EXA018415,55
EXA018416,55
EXA018417,80
EXA018418,81
EXA018419,68
EXA018420,77
EXA018421,73
EXA018422,83
EXA018423,77
EXA018424,71
EXA018425,61
EXA018426,64
EXA018427,54
EXA018428,67
EXA018429,67
EXA018430,71
EXA018431,75
EXA018432,52
EXA018433,72
EXA018434,44
EXA018435,71
EXA018436,59
EXA018437,49
EXA018438,71
EXA018439,73
EXA018440,77
EXA018441,66
EXA018442,63
EXA018443,48
EXA018444,75
EXA018445,72
EXA018446,68
EXA018447,54
EXA018448,52
EXA018449,68
EXA018450,59
EXA018451,69
EXA018452,70
EXA018453,77
EXA018454,72
EXA018455,58
EXA018456,60
EXA018457,62
EXA018458,50
EXA018459,70
EXA018460,59
EXA018461,70
EXA018462,72
EXA018463,70
EXA018464,67
EXA018465,69
EXA018466,81
EXA018467,78
EXA018468,69
EXA018469,67
EXA018470,78
EXA018471,62
EXA018472,71
EXA018473,74
EXA018474,62
EXA018475,69
EXA018476,67
EXA018477,68
EXA018478,67
EXA018479,74
EXA018480,80
EXA018481,70
EXA018482,69
EXA018483,71
EXA018484,77
EXA018485,60
EXA018486,55
EXA018487,54
EXA018488,54
EXA018489,66
EXA018490,70
EXA018491,52
EXA018492,71
EXA018493,71
EXA018494,63
EXA018495,56
EXA018496,52
EXA018497,62
EXA018498,77
EXA018499,87
EXA018500,80
EXA018501,79
EXA018502,62
EXA018503,74
EXA018504,73
EXA018505,67
EXA018506,80
EXA018507,53
EXA018508,83
EXA018509,67
EXA018510,81
EXA018511,66
EXA018512,80
EXA018513,67
EXA018514,67
EXA018515,66
EXA018516,53
EXA018517,68
EXA018518,72
EXA018519,55
EXA018520,67
EXA018521,54
EXA018522,68
EXA018523,77
EXA018524,62
EXA018525,58
EXA018526,69
EXA018527,66
EXA018528,67
EXA018529,62
EXA018530,70
EXA018531,61
EXA018532,81
EXA018533,69
EXA018534,70
EXA018535,70
EXA018536,62
EXA018537,60
EXA018538,64
EXA018539,62
EXA018540,83
EXA018541,83
EXA018542,70
EXA018543,61
EXA018544,80
EXA018545,53
EXA018546,54
EXA018547,67
EXA018548,70
EXA018549,68
EXA018550,54
EXA018551,56
EXA018552,72
EXA018553,77
EXA018554,55
EXA018555,58
EXA018556,73
EXA018557,70
EXA018558,70
EXA018559,70
EXA018560,70
EXA018561,73
EXA018562,70
EXA018563,68
EXA018564,64
EXA018565,66
EXA018566,68
EXA018567,64
EXA018568,66
EXA018569,71
EXA018570,69
EXA018571,53
EXA018572,79
EXA018573,64
EXA018574,81
EXA018575,70
EXA018576,52
EXA018577,70
EXA018578,80
EXA018579,70
EXA018580,76
EXA018581,58
EXA018582,70
EXA018583,80
EXA018584,73
EXA018585,62
EXA018586,73
EXA018587,73
EXA018588,80
EXA018589,67
EXA018590,50
EXA018591,73
EXA018592,62
EXA018593,55
EXA018594,88
EXA018595,82
EXA018596,61
EXA018597,76
EXA018598,80
EXA018599,73
EXA018600,59
EXA018601,55
EXA018602,73
EXA018603,94
EXA018604,70
EXA018605,74
EXA018606,70
EXA018607,75
EXA018608,60
EXA018609,67
EXA018610,71
EXA018611,77
EXA018612,73
EXA018613,62
EXA018614,62
EXA018615,69
EXA018616,62
EXA018617,70
EXA018618,67
EXA018619,75
EXA018620,60
EXA018621,67
EXA018622,71
EXA018623,64
EXA018624,65
EXA018625,70
EXA018626,67
EXA018627,70
EXA018628,68
EXA018629,60
EXA018630,69
EXA018631,63
EXA018632,70
EXA018633,62
EXA018634,69
EXA018635,53
EXA018636,70
EXA018637,74
EXA018638,87
EXA018639,69
EXA018640,57
EXA018641,53
EXA018642,83
EXA018643,53
EXA018644,66
EXA018645,67
EXA018646,75
EXA018647,73
EXA018648,71
EXA018649,68
EXA018650,77
EXA018651,73
EXA018652,85
EXA018653,66
EXA018654,67
EXA018655,73
EXA018656,69
EXA018657,70
EXA018658,69
EXA018659,60
EXA018660,70
EXA018661,71
EXA018662,53
EXA018663,81
EXA018664,83
EXA018665,73
EXA018666,63
EXA018667,77
EXA018668,69
EXA018669,59
EXA018670,80
EXA018671,52
EXA018672,73
EXA018673,64
EXA018674,61
EXA018675,63
EXA018676,67
EXA018677,66
EXA018678,53
EXA018679,74
EXA018680,72
EXA018681,81
EXA018682,75
EXA018683,52
EXA018684,62
EXA018685,81
EXA018686,69
EXA018687,68
EXA018688,58
EXA018689,77
EXA018690,88
EXA018691,70
EXA018692,63
EXA018693,66
EXA018694,63
EXA018695,60
EXA018696,81
EXA018697,72
EXA018698,62
EXA018699,68
EXA018700,73
EXA018701,60
EXA018702,74
EXA018703,64
EXA018704,69
EXA018705,60
EXA018706,67
EXA018707,68
EXA018708,52
EXA018709,68
EXA018710,72
EXA018711,67
EXA018712,72
EXA018713,49
EXA018714,58
EXA018715,74
EXA018716,72
EXA018717,71
EXA018718,73
EXA018719,77
EXA018720,53
EXA018721,87
EXA018722,64
EXA018723,63
EXA018724,76
EXA018725,70
EXA018726,65
EXA018727,62
EXA018728,54
EXA018729,71
EXA018730,62
EXA018731,80
EXA018732,77
EXA018733,70
EXA018734,63
EXA018735,70
EXA018736,70
EXA018737,60
EXA018738,70
EXA018739,70
EXA018740,69
EXA018741,69
EXA018742,54
EXA018743,70
EXA018744,83
EXA018745,59
EXA018746,73
EXA018747,80
EXA018748,70
EXA018749,59
EXA018750,64
EXA018751,60
EXA018752,71
EXA018753,80
EXA018754,72
EXA018755,80
EXA018756,75
EXA018757,66
EXA018758,70
EXA018759,70
EXA018760,73
EXA018761,62
EXA018762,60
EXA018763,73
EXA018764,69
EXA018765,66
EXA018766,81
EXA018767,80
EXA018768,63
EXA018769,70
EXA018770,87
EXA018771,82
EXA018772,71
EXA018773,68
EXA018774,73
EXA018775,67
EXA018776,69
EXA018777,80
EXA018778,62
EXA018779,38
EXA018780,80
EXA018781,72
EXA018782,71
EXA018783,67
EXA018784,73
EXA018785,74
EXA018786,66
EXA018787,66
EXA018788,59
EXA018789,47
EXA018790,81
EXA018791,74
EXA018792,67
EXA018793,73
EXA018794,87
EXA018795,70
EXA018796,72
EXA018797,69
EXA018798,69
EXA018799,72
EXA018800,70
EXA018801,77
EXA018802,62
EXA018803,79
EXA018804,70
EXA018805,75
EXA018806,65
EXA018807,69
EXA018808,74
EXA018809,69
EXA018810,83
EXA018811,58
EXA018812,81
EXA018813,69
EXA018814,64
EXA018815,53
EXA018816,67
EXA018817,59
EXA018818,77
EXA018819,69
EXA018820,71
EXA018821,62
EXA018822,58
EXA018823,73
EXA018824,67
EXA018825,68
EXA018826,75
EXA018827,79
EXA018828,75
EXA018829,60
EXA018830,82
EXA018831,76
EXA018832,53
EXA018833,67
EXA018834,83
EXA018835,77
EXA018836,71
EXA018837,70
EXA018838,71
EXA018839,77
EXA018840,70
EXA018841,81
EXA018842,73
EXA018843,70
EXA018844,80
EXA018845,71
EXA018846,48
EXA018847,70
EXA018848,71
EXA018849,67
EXA018850,85
EXA018851,71
EXA018852,77
EXA018853,87
EXA018854,68
EXA018855,80
EXA018856,80
EXA018857,80
EXA018858,66
EXA018859,68
EXA018860,68
EXA018861,70
EXA018862,87
EXA018863,70
EXA018864,73
EXA018865,53
EXA018866,62
EXA018867,70
EXA018868,70
EXA018869,64
EXA018870,80
